Order,Variable,Description,Category,Hierarchy Level,Hierarchy Description,Nearest Parent,Data Vintage,Root Formula,Type,Size,Part
1146,ECYRIMLEBA,Lebanon,Household Population by Recent Immigrants and Place of Birth,4,                Lebanon,ECYRIMWCM,2025,[ECYRIMHPOP],Int32,4,_4
1147,ECYRIMSAUD,Saudi Arabia,Household Population by Recent Immigrants and Place of Birth,4,                Saudi Arabia,ECYRIMWCM,2025,[ECYRIMHPOP],Int32,4,_4
1148,ECYRIMSYRI,Syria,Household Population by Recent Immigrants and Place of Birth,4,                Syria,ECYRIMWCM,2025,[ECYRIMHPOP],Int32,4,_4
1149,ECYRIMTURK,Turkey,Household Population by Recent Immigrants and Place of Birth,4,                Turkey,ECYRIMWCM,2025,[ECYRIMHPOP],Int32,4,_4
1150,ECYRIMUAE,United Arab Emirates,Household Population by Recent Immigrants and Place of Birth,4,                United Arab Emirates,ECYRIMWCM,2025,[ECYRIMHPOP],Int32,4,_4
1151,ECYRIMWCMO,Other West Central Asia And Middle East,Household Population by Recent Immigrants and Place of Birth,4,                Other West Central Asia And Middle East,ECYRIMWCM,2025,[ECYRIMHPOP],Int32,4,_4
1152,ECYRIMEA,Eastern Asia,Household Population by Recent Immigrants and Place of Birth,3,            Eastern Asia,ECYRIMA,2025,[ECYRIMHPOP],Int32,4,_4
1153,ECYRIMCHIN,China,Household Population by Recent Immigrants and Place of Birth,4,                China,ECYRIMEA,2025,[ECYRIMHPOP],Int32,4,_4
1154,ECYRIMHONG,Hong Kong Special Administrative Region,Household Population by Recent Immigrants and Place of Birth,4,                Hong Kong Special Administrative Region,ECYRIMEA,2025,[ECYRIMHPOP],Int32,4,_4
1155,ECYRIMJAPA,Japan,Household Population by Recent Immigrants and Place of Birth,4,                Japan,ECYRIMEA,2025,[ECYRIMHPOP],Int32,4,_4
1156,ECYRIMSKOR,South Korea,Household Population by Recent Immigrants and Place of Birth,4,                South Korea,ECYRIMEA,2025,[ECYRIMHPOP],Int32,4,_4
1157,ECYRIMEAO,Other Eastern Asia,Household Population by Recent Immigrants and Place of Birth,4,                Other Eastern Asia,ECYRIMEA,2025,[ECYRIMHPOP],Int32,4,_4
1158,ECYRIMSEA,Southeast Asia,Household Population by Recent Immigrants and Place of Birth,3,            Southeast Asia,ECYRIMA,2025,[ECYRIMHPOP],Int32,4,_4
1159,ECYRIMPHIL,Philippines,Household Population by Recent Immigrants and Place of Birth,4,                Philippines,ECYRIMSEA,2025,[ECYRIMHPOP],Int32,4,_4
1160,ECYRIMVIET,Viet Nam,Household Population by Recent Immigrants and Place of Birth,4,                Viet Nam,ECYRIMSEA,2025,[ECYRIMHPOP],Int32,4,_4
1161,ECYRIMSEAO,Other Southeast Asia,Household Population by Recent Immigrants and Place of Birth,4,                Other Southeast Asia,ECYRIMSEA,2025,[ECYRIMHPOP],Int32,4,_4
1162,ECYRIMSAS,Southern Asia,Household Population by Recent Immigrants and Place of Birth,3,            Southern Asia,ECYRIMA,2025,[ECYRIMHPOP],Int32,4,_4
1163,ECYRIMBANG,Bangladesh,Household Population by Recent Immigrants and Place of Birth,4,                Bangladesh,ECYRIMSAS,2025,[ECYRIMHPOP],Int32,4,_4
1164,ECYRIMINDI,India,Household Population by Recent Immigrants and Place of Birth,4,                India,ECYRIMSAS,2025,[ECYRIMHPOP],Int32,4,_4
1165,ECYRIMNEPA,Nepal,Household Population by Recent Immigrants and Place of Birth,4,                Nepal,ECYRIMSAS,2025,[ECYRIMHPOP],Int32,4,_4
1166,ECYRIMPAKI,Pakistan,Household Population by Recent Immigrants and Place of Birth,4,                Pakistan,ECYRIMSAS,2025,[ECYRIMHPOP],Int32,4,_4
1167,ECYRIMSRI,Sri Lanka,Household Population by Recent Immigrants and Place of Birth,4,                Sri Lanka,ECYRIMSAS,2025,[ECYRIMHPOP],Int32,4,_4
1168,ECYRIMSASO,Other Southern Asia,Household Population by Recent Immigrants and Place of Birth,4,                Other Southern Asia,ECYRIMSAS,2025,[ECYRIMHPOP],Int32,4,_4
1169,ECYRIMOCE,Oceania and Other,Household Population by Recent Immigrants and Place of Birth,2,        Oceania and Other,ECYRIMA,2025,[ECYRIMHPOP],Int32,4,_4
1170,ECYRIMAUSS,Australia,Household Population by Recent Immigrants and Place of Birth,3,            Australia,ECYRIMOCE,2025,[ECYRIMHPOP],Int32,4,_4
1171,ECYRIMOCEO,Other Oceania And Other,Household Population by Recent Immigrants and Place of Birth,3,            Other Oceania And Other,ECYRIMOCE,2025,[ECYRIMHPOP],Int32,4,_4
1172,ECYPIMHPOP,Household Population For Period Of Immigration,Household Population by Period of Immigration,0,Household Population For Period Of Immigration,,2025,[ECYPIMHPOP],Int32,4,_4
1173,ECYPIMNI,Non-Immigrants,Household Population by Period of Immigration,1,    Non-Immigrants,ECYPIMHPOP,2025,[ECYPIMHPOP],Int32,4,_4
1174,ECYPIMIM,Immigrants,Household Population by Period of Immigration,1,    Immigrants,ECYPIMHPOP,2025,[ECYPIMHPOP],Int32,4,_4
1175,ECYPIMP01,Before 2001,Household Population by Period of Immigration,2,        Before 2001,ECYPIMIM,2025,[ECYPIMHPOP],Int32,4,_4
1176,ECYPIM0110,2001 To 2010,Household Population by Period of Immigration,2,        2001 To 2010,ECYPIMIM,2025,[ECYPIMHPOP],Int32,4,_4
1177,ECYPIM1115,2011 To 2015,Household Population by Period of Immigration,2,        2011 To 2015,ECYPIMIM,2025,[ECYPIMHPOP],Int32,4,_4
1178,ECYPIM1621,2016 To 2021,Household Population by Period of Immigration,2,        2016 To 2021,ECYPIMIM,2025,[ECYPIMHPOP],Int32,4,_4
1179,ECYPIM22CY,2022 To Present,Household Population by Period of Immigration,2,        2022 To Present,ECYPIMIM,2025,[ECYPIMHPOP],Int32,4,_4
1180,ECYPIMNPER,Non-Permanent Residents,Household Population by Period of Immigration,1,    Non-Permanent Residents,ECYPIMHPOP,2025,[ECYPIMHPOP],Int32,4,_4
1181,ECYAIMHPOP,Household Population By Age At Immigration,Household Population by Age at Immigration,0,Household Population By Age At Immigration,,2025,[ECYAIMHPOP],Int32,4,_4
1182,ECYAIMNI,Non-Immigrants,Household Population by Age at Immigration,1,    Non-Immigrants,ECYAIMHPOP,2025,[ECYAIMHPOP],Int32,4,_4
1183,ECYAIMIM,Immigrants,Household Population by Age at Immigration,1,    Immigrants,ECYAIMHPOP,2025,[ECYAIMHPOP],Int32,4,_4
1184,ECYAIM_0_5,Under 5 Years,Household Population by Age at Immigration,2,        Under 5 Years,ECYAIMIM,2025,[ECYAIMHPOP],Int32,4,_4
1185,ECYAIM_514,5 To 14 Years,Household Population by Age at Immigration,2,        5 To 14 Years,ECYAIMIM,2025,[ECYAIMHPOP],Int32,4,_4
1186,ECYAIM1524,15 To 24 Years,Household Population by Age at Immigration,2,        15 To 24 Years,ECYAIMIM,2025,[ECYAIMHPOP],Int32,4,_4
1187,ECYAIM2544,25 To 44 Years,Household Population by Age at Immigration,2,        25 To 44 Years,ECYAIMIM,2025,[ECYAIMHPOP],Int32,4,_4
1188,ECYAIM45P,45 Years And Over,Household Population by Age at Immigration,2,        45 Years And Over,ECYAIMIM,2025,[ECYAIMHPOP],Int32,4,_4
1189,ECYAIMNPER,Non-Permanent Residents,Household Population by Age at Immigration,1,    Non-Permanent Residents,ECYAIMHPOP,2025,[ECYAIMHPOP],Int32,4,_4
1190,ECYGENHPOP,Household Population For Generation Status,Household Population by Generation Status,0,Household Population For Generation Status,,2025,[ECYGENHPOP],Int32,4,_4
1191,ECYGEN1GEN,First Generation,Household Population by Generation Status,1,    First Generation,ECYGENHPOP,2025,[ECYGENHPOP],Int32,4,_4
1192,ECYGEN2GEN,Second Generation,Household Population by Generation Status,1,    Second Generation,ECYGENHPOP,2025,[ECYGENHPOP],Int32,4,_4
1193,ECYGEN3GEN,Third Generation Or More,Household Population by Generation Status,1,    Third Generation Or More,ECYGENHPOP,2025,[ECYGENHPOP],Int32,4,_4
1194,ECYTCAHPOP,Household Population For Citizenship,Household Population by Citizenship,0,Household Population For Citizenship,,2025,[ECYTCAHPOP],Int32,4,_4
1195,ECYTCACIT,Total Canadian Citizens,Household Population by Citizenship,1,    Total Canadian Citizens,ECYTCAHPOP,2025,[ECYTCAHPOP],Int32,4,_4
1196,ECYTCA_U18,Citizens Under 18,Household Population by Citizenship,2,        Citizens Under 18,ECYTCACIT,2025,[ECYTCAHPOP],Int32,4,_4
1197,ECYTCA_18P,Citizens 18 Or Older,Household Population by Citizenship,2,        Citizens 18 Or Older,ECYTCACIT,2025,[ECYTCAHPOP],Int32,4,_4
1198,ECYNCANCIT,Total Non-Citizens,Household Population by Citizenship,1,    Total Non-Citizens,ECYTCAHPOP,2025,[ECYTCAHPOP],Int32,4,_4
1199,ECYNCA_U18,Non-Citizens Under 18,Household Population by Citizenship,2,        Non-Citizens Under 18,ECYNCANCIT,2025,[ECYTCAHPOP],Int32,4,_4
1200,ECYNCA_18P,Non-Citizens 18 Or Older,Household Population by Citizenship,2,        Non-Citizens 18 Or Older,ECYNCANCIT,2025,[ECYTCAHPOP],Int32,4,_4
1201,P3YBASPOP,Total Population,Basics,0,Total Population,,2028,[P3YBASPOP],Int32,4,_3
1202,P3YBASHHD,Total Private Occupied Dwellings (Households),Basics,0,Total Private Occupied Dwellings (Households),,2028,[P3YBASHHD],Int32,4,_3
1203,P3YBASHPOP,Total Population Living In Households (Household Population),Basics,0,Total Population Living In Households (Household Population),,2028,[P3YBASHPOP],Int32,4,_3
1204,P3YBAS12P,Total Population 12 Year Or Over,Basics,0,Total Population 12 Year Or Over,,2028,[P3YBAS12P],Int32,4,_3
1205,P3YBAS15P,Total Population 15 Years Or Over,Basics,0,Total Population 15 Years Or Over,,2028,[P3YBAS15P],Int32,4,_3
1206,P3YBAS18P,Total Population 18 Years Or Over,Basics,0,Total Population 18 Years Or Over,,2028,[P3YBAS18P],Int32,4,_3
1207,P3YBAS19P,Total Population 19 Years Or Over,Basics,0,Total Population 19 Years Or Over,,2028,[P3YBAS19P],Int32,4,_3
1208,P3YBAS12HP,Total Household Population 12 Years Or Over,Basics,0,Total Household Population 12 Years Or Over,,2028,[P3YBAS12HP],Int32,4,_3
1209,P3YBAS15HP,Total Household Population 15 Years Or Over,Basics,0,Total Household Population 15 Years Or Over,,2028,[P3YBAS15HP],Int32,4,_3
1210,P3YBAS18HP,Total Household Population 18 Years Or Over,Basics,0,Total Household Population 18 Years Or Over,,2028,[P3YBAS18HP],Int32,4,_3
1211,P3YBAS19HP,Total Household Population 19 Years Or Over,Basics,0,Total Household Population 19 Years Or Over,,2028,[P3YBAS19HP],Int32,4,_3
1212,P3YBASTNGH,Total Household Population 12 To 17,Basics,0,Total Household Population 12 To 17,,2028,[P3YBASTNGH],Int32,4,_3
1213,P3YBASADUH,Total Household Population 25 To 64,Basics,0,Total Household Population 25 To 64,,2028,[P3YBASADUH],Int32,4,_3
1214,P3YBASCF,Total Census Families,Basics,0,Total Census Families,,2028,[P3YBASCF],Int32,4,_3
1215,P3YBASCFH,Total Census Family Households,Basics,0,Total Census Family Households,,2028,[P3YBASCFH],Int32,4,_3
1216,P3YBASKID,Total Children Living In Households (Children At Home),Basics,0,Total Children Living In Households (Children At Home),,2028,[P3YBASKID],Int32,4,_3
1217,P3YBASLF,Total Household Population 15 Years Or Over In The Labour Force,Basics,0,Total Household Population 15 Years Or Over In The Labour Force,,2028,[P3YBASLF],Int32,4,_3
1218,P3YPTAPOP,Total Population,Total Population by Age,0,Total Population,,2028,[P3YPTAPOP],Int32,4,_3
1219,P3YPTA_0_4,Total 0 To 4,Total Population by Age,1,    Total 0 To 4,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1220,P3YPTA_5_9,Total 5 To 9,Total Population by Age,1,    Total 5 To 9,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1221,P3YPTA1014,Total 10 To 14,Total Population by Age,1,    Total 10 To 14,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1222,P3YPTA1519,Total 15 To 19,Total Population by Age,1,    Total 15 To 19,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1223,P3YPTA2024,Total 20 To 24,Total Population by Age,1,    Total 20 To 24,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1224,P3YPTA2529,Total 25 To 29,Total Population by Age,1,    Total 25 To 29,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1225,P3YPTA3034,Total 30 To 34,Total Population by Age,1,    Total 30 To 34,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1226,P3YPTA3539,Total 35 To 39,Total Population by Age,1,    Total 35 To 39,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1227,P3YPTA4044,Total 40 To 44,Total Population by Age,1,    Total 40 To 44,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1228,P3YPTA4549,Total 45 To 49,Total Population by Age,1,    Total 45 To 49,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1229,P3YPTA5054,Total 50 To 54,Total Population by Age,1,    Total 50 To 54,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1230,P3YPTA5559,Total 55 To 59,Total Population by Age,1,    Total 55 To 59,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1231,P3YPTA6064,Total 60 To 64,Total Population by Age,1,    Total 60 To 64,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1232,P3YPTA6569,Total 65 To 69,Total Population by Age,1,    Total 65 To 69,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1233,P3YPTA7074,Total 70 To 74,Total Population by Age,1,    Total 70 To 74,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1234,P3YPTA7579,Total 75 To 79,Total Population by Age,1,    Total 75 To 79,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1235,P3YPTA8084,Total 80 To 84,Total Population by Age,1,    Total 80 To 84,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1236,P3YPTA85P,Total 85 Or Older,Total Population by Age,1,    Total 85 Or Older,P3YPTAPOP,2028,[P3YPTAPOP],Int32,4,_3
1237,P3YPTAAVG,Average Age Of Total Population,Total Population by Age,0,Average Age Of Total Population,,2028,[P3YPTAPOP],FixedDecimal,12.1,_3
1238,P3YPTAMED,Median Age Of Total Population,Total Population by Age,0,Median Age Of Total Population,,2028,[P3YPTAPOP],FixedDecimal,12.1,_3
1239,P3YPMAPOP,Males,Male Population by Age,0,Males,,2028,[P3YPTAPOP],Int32,4,_3
1240,P3YPMA_0_4,Males 0 To 4,Male Population by Age,1,    Males 0 To 4,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1241,P3YPMA_5_9,Males 5 To 9,Male Population by Age,1,    Males 5 To 9,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1242,P3YPMA1014,Males 10 To 14,Male Population by Age,1,    Males 10 To 14,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1243,P3YPMA1519,Males 15 To 19,Male Population by Age,1,    Males 15 To 19,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1244,P3YPMA2024,Males 20 To 24,Male Population by Age,1,    Males 20 To 24,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1245,P3YPMA2529,Males 25 To 29,Male Population by Age,1,    Males 25 To 29,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1246,P3YPMA3034,Males 30 To 34,Male Population by Age,1,    Males 30 To 34,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1247,P3YPMA3539,Males 35 To 39,Male Population by Age,1,    Males 35 To 39,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1248,P3YPMA4044,Males 40 To 44,Male Population by Age,1,    Males 40 To 44,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1249,P3YPMA4549,Males 45 To 49,Male Population by Age,1,    Males 45 To 49,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1250,P3YPMA5054,Males 50 To 54,Male Population by Age,1,    Males 50 To 54,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1251,P3YPMA5559,Males 55 To 59,Male Population by Age,1,    Males 55 To 59,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1252,P3YPMA6064,Males 60 To 64,Male Population by Age,1,    Males 60 To 64,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1253,P3YPMA6569,Males 65 To 69,Male Population by Age,1,    Males 65 To 69,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1254,P3YPMA7074,Males 70 To 74,Male Population by Age,1,    Males 70 To 74,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1255,P3YPMA7579,Males 75 To 79,Male Population by Age,1,    Males 75 To 79,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1256,P3YPMA8084,Males 80 To 84,Male Population by Age,1,    Males 80 To 84,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1257,P3YPMA85P,Males 85 Or Older,Male Population by Age,1,    Males 85 Or Older,P3YPMAPOP,2028,[P3YPTAPOP],Int32,4,_3
1258,P3YPMAAVG,Average Age Of Male Population,Male Population by Age,0,Average Age Of Male Population,,2028,[P3YPTAPOP],FixedDecimal,12.1,_3
1259,P3YPMAMED,Median Age Of Male Population,Male Population by Age,0,Median Age Of Male Population,,2028,[P3YPTAPOP],FixedDecimal,12.1,_3
1260,P3YPFAPOP,Females,Female Population by Age,0,Females,,2028,[P3YPTAPOP],Int32,4,_3
1261,P3YPFA_0_4,Females 0 To 4,Female Population by Age,1,    Females 0 To 4,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1262,P3YPFA_5_9,Females 5 To 9,Female Population by Age,1,    Females 5 To 9,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1263,P3YPFA1014,Females 10 To 14,Female Population by Age,1,    Females 10 To 14,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1264,P3YPFA1519,Females 15 To 19,Female Population by Age,1,    Females 15 To 19,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1265,P3YPFA2024,Females 20 To 24,Female Population by Age,1,    Females 20 To 24,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1266,P3YPFA2529,Females 25 To 29,Female Population by Age,1,    Females 25 To 29,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1267,P3YPFA3034,Females 30 To 34,Female Population by Age,1,    Females 30 To 34,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1268,P3YPFA3539,Females 35 To 39,Female Population by Age,1,    Females 35 To 39,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1269,P3YPFA4044,Females 40 To 44,Female Population by Age,1,    Females 40 To 44,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1270,P3YPFA4549,Females 45 To 49,Female Population by Age,1,    Females 45 To 49,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1271,P3YPFA5054,Females 50 To 54,Female Population by Age,1,    Females 50 To 54,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1272,P3YPFA5559,Females 55 To 59,Female Population by Age,1,    Females 55 To 59,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1273,P3YPFA6064,Females 60 To 64,Female Population by Age,1,    Females 60 To 64,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1274,P3YPFA6569,Females 65 To 69,Female Population by Age,1,    Females 65 To 69,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1275,P3YPFA7074,Females 70 To 74,Female Population by Age,1,    Females 70 To 74,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1276,P3YPFA7579,Females 75 To 79,Female Population by Age,1,    Females 75 To 79,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1277,P3YPFA8084,Females 80 To 84,Female Population by Age,1,    Females 80 To 84,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1278,P3YPFA85P,Females 85 Or Older,Female Population by Age,1,    Females 85 Or Older,P3YPFAPOP,2028,[P3YPTAPOP],Int32,4,_3
1279,P3YPFAAVG,Average Age Of Female Population,Female Population by Age,0,Average Age Of Female Population,,2028,[P3YPTAPOP],FixedDecimal,12.1,_3
1280,P3YPFAMED,Median Age Of Female Population,Female Population by Age,0,Median Age Of Female Population,,2028,[P3YPTAPOP],FixedDecimal,12.1,_3
1281,P3YHTAHPOP,Household Population,Total Household Population by Age,0,Household Population,,2028,[P3YHTAHPOP],Int32,4,_3
1282,P3YHTA_0_4,Household Population 0 To 4,Total Household Population by Age,1,    Household Population 0 To 4,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1283,P3YHTA_5_9,Household Population 5 To 9,Total Household Population by Age,1,    Household Population 5 To 9,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1284,P3YHTA1014,Household Population 10 To 14,Total Household Population by Age,1,    Household Population 10 To 14,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1285,P3YHTA1519,Household Population 15 To 19,Total Household Population by Age,1,    Household Population 15 To 19,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1286,P3YHTA2024,Household Population 20 To 24,Total Household Population by Age,1,    Household Population 20 To 24,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1287,P3YHTA2529,Household Population 25 To 29,Total Household Population by Age,1,    Household Population 25 To 29,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1288,P3YHTA3034,Household Population 30 To 34,Total Household Population by Age,1,    Household Population 30 To 34,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1289,P3YHTA3539,Household Population 35 To 39,Total Household Population by Age,1,    Household Population 35 To 39,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1290,P3YHTA4044,Household Population 40 To 44,Total Household Population by Age,1,    Household Population 40 To 44,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1291,P3YHTA4549,Household Population 45 To 49,Total Household Population by Age,1,    Household Population 45 To 49,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1292,P3YHTA5054,Household Population 50 To 54,Total Household Population by Age,1,    Household Population 50 To 54,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1293,P3YHTA5559,Household Population 55 To 59,Total Household Population by Age,1,    Household Population 55 To 59,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1294,P3YHTA6064,Household Population 60 To 64,Total Household Population by Age,1,    Household Population 60 To 64,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1295,P3YHTA6569,Household Population 65 To 69,Total Household Population by Age,1,    Household Population 65 To 69,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1296,P3YHTA7074,Household Population 70 To 74,Total Household Population by Age,1,    Household Population 70 To 74,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1297,P3YHTA7579,Household Population 75 To 79,Total Household Population by Age,1,    Household Population 75 To 79,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1298,P3YHTA8084,Household Population 80 To 84,Total Household Population by Age,1,    Household Population 80 To 84,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1299,P3YHTA85P,Household Population 85 Or Older,Total Household Population by Age,1,    Household Population 85 Or Older,P3YHTAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1300,P3YHTAAVG,Average Age Of Total Household Population,Total Household Population by Age,0,Average Age Of Total Household Population,,2028,[P3YHTAHPOP],FixedDecimal,12.1,_3
1301,P3YHTAMED,Median Age Of Total Household Population,Total Household Population by Age,0,Median Age Of Total Household Population,,2028,[P3YHTAHPOP],FixedDecimal,12.1,_3
1302,P3YHMAHPOP,Household Population Male,Male Household Population by Age,0,Household Population Male,,2028,[P3YHTAHPOP],Int32,4,_3
1303,P3YHMA_0_4,Household Population Male 0 To 4,Male Household Population by Age,1,    Household Population Male 0 To 4,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1304,P3YHMA_5_9,Household Population Male 5 To 9,Male Household Population by Age,1,    Household Population Male 5 To 9,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1305,P3YHMA1014,Household Population Male 10 To 14,Male Household Population by Age,1,    Household Population Male 10 To 14,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1306,P3YHMA1519,Household Population Male 15 To 19,Male Household Population by Age,1,    Household Population Male 15 To 19,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1307,P3YHMA2024,Household Population Male 20 To 24,Male Household Population by Age,1,    Household Population Male 20 To 24,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1308,P3YHMA2529,Household Population Male 25 To 29,Male Household Population by Age,1,    Household Population Male 25 To 29,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1309,P3YHMA3034,Household Population Male 30 To 34,Male Household Population by Age,1,    Household Population Male 30 To 34,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1310,P3YHMA3539,Household Population Male 35 To 39,Male Household Population by Age,1,    Household Population Male 35 To 39,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1311,P3YHMA4044,Household Population Male 40 To 44,Male Household Population by Age,1,    Household Population Male 40 To 44,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1312,P3YHMA4549,Household Population Male 45 To 49,Male Household Population by Age,1,    Household Population Male 45 To 49,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1313,P3YHMA5054,Household Population Male 50 To 54,Male Household Population by Age,1,    Household Population Male 50 To 54,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1314,P3YHMA5559,Household Population Male 55 To 59,Male Household Population by Age,1,    Household Population Male 55 To 59,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1315,P3YHMA6064,Household Population Male 60 To 64,Male Household Population by Age,1,    Household Population Male 60 To 64,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1316,P3YHMA6569,Household Population Male 65 To 69,Male Household Population by Age,1,    Household Population Male 65 To 69,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1317,P3YHMA7074,Household Population Male 70 To 74,Male Household Population by Age,1,    Household Population Male 70 To 74,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1318,P3YHMA7579,Household Population Male 75 To 79,Male Household Population by Age,1,    Household Population Male 75 To 79,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1319,P3YHMA8084,Household Population Male 80 To 84,Male Household Population by Age,1,    Household Population Male 80 To 84,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1320,P3YHMA85P,Household Population Male 85 Or Older,Male Household Population by Age,1,    Household Population Male 85 Or Older,P3YHMAHPOP,2028,[P3YHTAHPOP],Int32,4,_3
1321,P3YHMAAVG,Average Age Of Household Population Male,Male Household Population by Age,0,Average Age Of Household Population Male,,2028,[P3YHTAHPOP],FixedDecimal,12.1,_3
1322,P3YHMAMED,Median Age Of Household Population Male,Male Household Population by Age,0,Median Age Of Household Population Male,,2028,[P3YHTAHPOP],FixedDecimal,12.1,_3
1323,P3YHFAHPOP,Household Population Female,Female Household Population by Age,0,Household Population Female,,2028,[P3YHTAHPOP],Int32,4,_3
