Order,Variable,Description,Category,Hierarchy Level,Hierarchy Description,Nearest Parent,Data Vintage,Root Formula,Type,Size,Part
2433,P0YVISJAPA,Visible Minority Japanese,Household Population by Visible Minority Status,2,        Visible Minority Japanese,P0YVISVM,2035,[P0YVISHPOP],Int32,4,_1
2434,P0YVISOVM,Visible Minority All Other Visible Minorities,Household Population by Visible Minority Status,2,        Visible Minority All Other Visible Minorities,P0YVISVM,2035,[P0YVISHPOP],Int32,4,_1
2435,P0YVISMVM,Visible Minority Multiple Visible Minorities,Household Population by Visible Minority Status,2,        Visible Minority Multiple Visible Minorities,P0YVISVM,2035,[P0YVISHPOP],Int32,4,_1
2436,P0YVISNVM,Visible Minority Not A Visible Minority,Household Population by Visible Minority Status,1,    Visible Minority Not A Visible Minority,P0YVISHPOP,2035,[P0YVISHPOP],Int32,4,_1
2437,P0YMOTHPOP,Household Population For Mother Tongue,Household Population by Mother Tongue,0,Household Population For Mother Tongue,,2035,[P0YMOTHPOP],Int32,4,_1
2438,P0YMOTSING,Total Single Response,Household Population by Mother Tongue,1,    Total Single Response,P0YMOTHPOP,2035,[P0YMOTHPOP],Int32,4,_1
2439,P0YMOTENGL,English,Household Population by Mother Tongue,2,        English,P0YMOTSING,2035,[P0YMOTHPOP],Int32,4,_1
2440,P0YMOTFREN,French,Household Population by Mother Tongue,2,        French,P0YMOTSING,2035,[P0YMOTHPOP],Int32,4,_1
2441,P0YMOTNOFF,Total Non-Official,Household Population by Mother Tongue,2,        Total Non-Official,P0YMOTSING,2035,[P0YMOTHPOP],Int32,4,_1
2442,P0YMOTITAL,Italian,Household Population by Mother Tongue,3,            Italian,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2443,P0YMOTGERM,German,Household Population by Mother Tongue,3,            German,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2444,P0YMOTPANJ,Punjabi,Household Population by Mother Tongue,3,            Punjabi,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2445,P0YMOTCANT,Cantonese,Household Population by Mother Tongue,3,            Cantonese,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2446,P0YMOTSPAN,Spanish,Household Population by Mother Tongue,3,            Spanish,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2447,P0YMOTARAB,Arabic,Household Population by Mother Tongue,3,            Arabic,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2448,P0YMOTTAGA,Tagalog,Household Population by Mother Tongue,3,            Tagalog,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2449,P0YMOTPORT,Portuguese,Household Population by Mother Tongue,3,            Portuguese,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2450,P0YMOTPOLI,Polish,Household Population by Mother Tongue,3,            Polish,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2451,P0YMOTMAND,Mandarin,Household Population by Mother Tongue,3,            Mandarin,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2452,P0YMOTCHIN,Chinese N.O.S,Household Population by Mother Tongue,3,            Chinese N.O.S,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2453,P0YMOTURDU,Urdu,Household Population by Mother Tongue,3,            Urdu,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2454,P0YMOTVIET,Vietnamese,Household Population by Mother Tongue,3,            Vietnamese,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2455,P0YMOTUKRA,Ukrainian,Household Population by Mother Tongue,3,            Ukrainian,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2456,P0YMOTPERS,Persian,Household Population by Mother Tongue,3,            Persian,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2457,P0YMOTRUSS,Russian,Household Population by Mother Tongue,3,            Russian,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2458,P0YMOTDUTC,Dutch,Household Population by Mother Tongue,3,            Dutch,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2459,P0YMOTKORE,Korean,Household Population by Mother Tongue,3,            Korean,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2460,P0YMOTGREE,Greek,Household Population by Mother Tongue,3,            Greek,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2461,P0YMOTTAMI,Tamil,Household Population by Mother Tongue,3,            Tamil,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2462,P0YMOTGUJA,Gujarati,Household Population by Mother Tongue,3,            Gujarati,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2463,P0YMOTROMA,Romanian,Household Population by Mother Tongue,3,            Romanian,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2464,P0YMOTHIND,Hindi,Household Population by Mother Tongue,3,            Hindi,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2465,P0YMOTHUNG,Hungarian,Household Population by Mother Tongue,3,            Hungarian,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2466,P0YMOTCROA,Croatian,Household Population by Mother Tongue,3,            Croatian,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2467,P0YMOTCREO,Creoles,Household Population by Mother Tongue,3,            Creoles,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2468,P0YMOTSERB,Serbian,Household Population by Mother Tongue,3,            Serbian,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2469,P0YMOTBENG,Bengali,Household Population by Mother Tongue,3,            Bengali,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2470,P0YMOTJAPA,Japanese,Household Population by Mother Tongue,3,            Japanese,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2471,P0YMOTTURK,Turkish,Household Population by Mother Tongue,3,            Turkish,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2472,P0YMOTCZEC,Czech,Household Population by Mother Tongue,3,            Czech,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2473,P0YMOTSOMA,Somali,Household Population by Mother Tongue,3,            Somali,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2474,P0YMOTABOR,Indigenous Languages,Household Population by Mother Tongue,3,            Indigenous Languages,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2475,P0YMOTOTHR,Other Languages,Household Population by Mother Tongue,3,            Other Languages,P0YMOTNOFF,2035,[P0YMOTHPOP],Int32,4,_1
2476,P0YMOTMULT,Multiple Languages,Household Population by Mother Tongue,1,    Multiple Languages,P0YMOTHPOP,2035,[P0YMOTHPOP],Int32,4,_1
2477,P0YMOTENFR,English & French,Household Population by Mother Tongue,2,        English & French,P0YMOTMULT,2035,[P0YMOTHPOP],Int32,4,_1
2478,P0YMOTENON,English & Non-Official,Household Population by Mother Tongue,2,        English & Non-Official,P0YMOTMULT,2035,[P0YMOTHPOP],Int32,4,_1
2479,P0YMOTFNON,French & Non-Official,Household Population by Mother Tongue,2,        French & Non-Official,P0YMOTMULT,2035,[P0YMOTHPOP],Int32,4,_1
2480,P0YMOTEFNO,English & French & Non-Official,Household Population by Mother Tongue,2,        English & French & Non-Official,P0YMOTMULT,2035,[P0YMOTHPOP],Int32,4,_1
2481,P0YMOTMNON,Multiple Non-Official Languages,Household Population by Mother Tongue,2,        Multiple Non-Official Languages,P0YMOTMULT,2035,[P0YMOTHPOP],Int32,4,_1
2482,P0YTIMHPOP,Total Household Population,Household Population by Total Immigrants and Place of Birth,0,Total Household Population,,2035,[P0YTIMHPOP],Int32,4,_1
2483,P0YTIMNI,Non-Immigrant,Household Population by Total Immigrants and Place of Birth,1,    Non-Immigrant,P0YTIMHPOP,2035,[P0YTIMHPOP],Int32,4,_1
2484,P0YTIMNIIN,Non-Immigrant In Province Of Birth,Household Population by Total Immigrants and Place of Birth,2,        Non-Immigrant In Province Of Birth,P0YTIMNI,2035,[P0YTIMHPOP],Int32,4,_1
2485,P0YTIMNIOS,Non-Immigrant Outside Province Of Birth,Household Population by Total Immigrants and Place of Birth,2,        Non-Immigrant Outside Province Of Birth,P0YTIMNI,2035,[P0YTIMHPOP],Int32,4,_1
2486,P0YTIMIMGT,Total Immigrant,Household Population by Total Immigrants and Place of Birth,1,    Total Immigrant,P0YTIMHPOP,2035,[P0YTIMHPOP],Int32,4,_1
2487,P0YTIMAM,Americas,Household Population by Total Immigrants and Place of Birth,2,        Americas,P0YTIMIMGT,2035,[P0YTIMHPOP],Int32,4,_1
2488,P0YTIMNAM,North America,Household Population by Total Immigrants and Place of Birth,3,            North America,P0YTIMAM,2035,[P0YTIMHPOP],Int32,4,_1
2489,P0YTIMUSA,United States,Household Population by Total Immigrants and Place of Birth,4,                United States,P0YTIMNAM,2035,[P0YTIMHPOP],Int32,4,_1
2490,P0YTIMONAM,Other North America,Household Population by Total Immigrants and Place of Birth,4,                Other North America,P0YTIMNAM,2035,[P0YTIMHPOP],Int32,4,_1
2491,P0YTIMCAM,Central America,Household Population by Total Immigrants and Place of Birth,3,            Central America,P0YTIMAM,2035,[P0YTIMHPOP],Int32,4,_1
2492,P0YTIMELSA,El Salvador,Household Population by Total Immigrants and Place of Birth,4,                El Salvador,P0YTIMCAM,2035,[P0YTIMHPOP],Int32,4,_1
2493,P0YTIMMEXI,Mexico,Household Population by Total Immigrants and Place of Birth,4,                Mexico,P0YTIMCAM,2035,[P0YTIMHPOP],Int32,4,_1
2494,P0YTIMOCAM,Other Central America,Household Population by Total Immigrants and Place of Birth,4,                Other Central America,P0YTIMCAM,2035,[P0YTIMHPOP],Int32,4,_1
2495,P0YTIMCB,Caribbean And Bermuda,Household Population by Total Immigrants and Place of Birth,3,            Caribbean And Bermuda,P0YTIMAM,2035,[P0YTIMHPOP],Int32,4,_1
2496,P0YTIMCUBA,Cuba,Household Population by Total Immigrants and Place of Birth,4,                Cuba,P0YTIMCB,2035,[P0YTIMHPOP],Int32,4,_1
2497,P0YTIMHAIT,Haiti,Household Population by Total Immigrants and Place of Birth,4,                Haiti,P0YTIMCB,2035,[P0YTIMHPOP],Int32,4,_1
2498,P0YTIMJAMA,Jamaica,Household Population by Total Immigrants and Place of Birth,4,                Jamaica,P0YTIMCB,2035,[P0YTIMHPOP],Int32,4,_1
2499,P0YTIMTRIN,Trinidad And Tobago,Household Population by Total Immigrants and Place of Birth,4,                Trinidad And Tobago,P0YTIMCB,2035,[P0YTIMHPOP],Int32,4,_1
2500,P0YTIMOCB,Other Caribbean And Bermuda,Household Population by Total Immigrants and Place of Birth,4,                Other Caribbean And Bermuda,P0YTIMCB,2035,[P0YTIMHPOP],Int32,4,_1
2501,P0YTIMSAM,South America,Household Population by Total Immigrants and Place of Birth,3,            South America,P0YTIMAM,2035,[P0YTIMHPOP],Int32,4,_1
2502,P0YTIMBRAZ,Brazil,Household Population by Total Immigrants and Place of Birth,4,                Brazil,P0YTIMSAM,2035,[P0YTIMHPOP],Int32,4,_1
2503,P0YTIMCHIL,Chile,Household Population by Total Immigrants and Place of Birth,4,                Chile,P0YTIMSAM,2035,[P0YTIMHPOP],Int32,4,_1
2504,P0YTIMCOLO,Colombia,Household Population by Total Immigrants and Place of Birth,4,                Colombia,P0YTIMSAM,2035,[P0YTIMHPOP],Int32,4,_1
2505,P0YTIMGUYA,Guyana,Household Population by Total Immigrants and Place of Birth,4,                Guyana,P0YTIMSAM,2035,[P0YTIMHPOP],Int32,4,_1
2506,P0YTIMPERU,Peru,Household Population by Total Immigrants and Place of Birth,4,                Peru,P0YTIMSAM,2035,[P0YTIMHPOP],Int32,4,_1
2507,P0YTIMVENE,Venezuela,Household Population by Total Immigrants and Place of Birth,4,                Venezuela,P0YTIMSAM,2035,[P0YTIMHPOP],Int32,4,_1
2508,P0YTIMOSAM,Other South America,Household Population by Total Immigrants and Place of Birth,4,                Other South America,P0YTIMSAM,2035,[P0YTIMHPOP],Int32,4,_1
2509,P0YTIMEU,Europe,Household Population by Total Immigrants and Place of Birth,2,        Europe,P0YTIMIMGT,2035,[P0YTIMHPOP],Int32,4,_1
2510,P0YTIMWEU,Western Europe,Household Population by Total Immigrants and Place of Birth,3,            Western Europe,P0YTIMEU,2035,[P0YTIMHPOP],Int32,4,_1
2511,P0YTIMFRAN,France,Household Population by Total Immigrants and Place of Birth,4,                France,P0YTIMWEU,2035,[P0YTIMHPOP],Int32,4,_1
2512,P0YTIMGERM,Germany,Household Population by Total Immigrants and Place of Birth,4,                Germany,P0YTIMWEU,2035,[P0YTIMHPOP],Int32,4,_1
2513,P0YTIMNETH,Netherlands,Household Population by Total Immigrants and Place of Birth,4,                Netherlands,P0YTIMWEU,2035,[P0YTIMHPOP],Int32,4,_1
2514,P0YTIMOWEU,Other Western Europe,Household Population by Total Immigrants and Place of Birth,4,                Other Western Europe,P0YTIMWEU,2035,[P0YTIMHPOP],Int32,4,_1
2515,P0YTIMEEU,Eastern Europe,Household Population by Total Immigrants and Place of Birth,3,            Eastern Europe,P0YTIMEU,2035,[P0YTIMHPOP],Int32,4,_1
2516,P0YTIMCZEC,Czech Republic,Household Population by Total Immigrants and Place of Birth,4,                Czech Republic,P0YTIMEEU,2035,[P0YTIMHPOP],Int32,4,_1
2517,P0YTIMHUNG,Hungary,Household Population by Total Immigrants and Place of Birth,4,                Hungary,P0YTIMEEU,2035,[P0YTIMHPOP],Int32,4,_1
2518,P0YTIMMOLD,Moldova,Household Population by Total Immigrants and Place of Birth,4,                Moldova,P0YTIMEEU,2035,[P0YTIMHPOP],Int32,4,_1
2519,P0YTIMPOLA,Poland,Household Population by Total Immigrants and Place of Birth,4,                Poland,P0YTIMEEU,2035,[P0YTIMHPOP],Int32,4,_1
2520,P0YTIMROMA,Romania,Household Population by Total Immigrants and Place of Birth,4,                Romania,P0YTIMEEU,2035,[P0YTIMHPOP],Int32,4,_1
2521,P0YTIMRUSS,Russia,Household Population by Total Immigrants and Place of Birth,4,                Russia,P0YTIMEEU,2035,[P0YTIMHPOP],Int32,4,_1
2522,P0YTIMUKRA,Ukraine,Household Population by Total Immigrants and Place of Birth,4,                Ukraine,P0YTIMEEU,2035,[P0YTIMHPOP],Int32,4,_1
2523,P0YTIMOEEU,Other Eastern Europe,Household Population by Total Immigrants and Place of Birth,4,                Other Eastern Europe,P0YTIMEEU,2035,[P0YTIMHPOP],Int32,4,_1
2524,P0YTIMNEU,Northern Europe,Household Population by Total Immigrants and Place of Birth,3,            Northern Europe,P0YTIMEU,2035,[P0YTIMHPOP],Int32,4,_1
2525,P0YTIMUK,United Kingdom,Household Population by Total Immigrants and Place of Birth,4,                United Kingdom,P0YTIMNEU,2035,[P0YTIMHPOP],Int32,4,_1
2526,P0YTIMIREL,Ireland,Household Population by Total Immigrants and Place of Birth,4,                Ireland,P0YTIMNEU,2035,[P0YTIMHPOP],Int32,4,_1
2527,P0YTIMONEU,Other Northern Europe,Household Population by Total Immigrants and Place of Birth,4,                Other Northern Europe,P0YTIMNEU,2035,[P0YTIMHPOP],Int32,4,_1
2528,P0YTIMSEU,Southern Europe,Household Population by Total Immigrants and Place of Birth,3,            Southern Europe,P0YTIMEU,2035,[P0YTIMHPOP],Int32,4,_1
2529,P0YTIMGREE,Greece,Household Population by Total Immigrants and Place of Birth,4,                Greece,P0YTIMSEU,2035,[P0YTIMHPOP],Int32,4,_1
2530,P0YTIMITAL,Italy,Household Population by Total Immigrants and Place of Birth,4,                Italy,P0YTIMSEU,2035,[P0YTIMHPOP],Int32,4,_1
2531,P0YTIMPORT,Portugal,Household Population by Total Immigrants and Place of Birth,4,                Portugal,P0YTIMSEU,2035,[P0YTIMHPOP],Int32,4,_1
2532,P0YTIMBOSN,Bosnia Herzegovina,Household Population by Total Immigrants and Place of Birth,4,                Bosnia Herzegovina,P0YTIMSEU,2035,[P0YTIMHPOP],Int32,4,_1
2533,P0YTIMCROA,Croatia,Household Population by Total Immigrants and Place of Birth,4,                Croatia,P0YTIMSEU,2035,[P0YTIMHPOP],Int32,4,_1
2534,P0YTIMSERB,Serbia,Household Population by Total Immigrants and Place of Birth,4,                Serbia,P0YTIMSEU,2035,[P0YTIMHPOP],Int32,4,_1
2535,P0YTIMOSEU,Other Southern Europe,Household Population by Total Immigrants and Place of Birth,4,                Other Southern Europe,P0YTIMSEU,2035,[P0YTIMHPOP],Int32,4,_1
2536,P0YTIMAF,Africa,Household Population by Total Immigrants and Place of Birth,2,        Africa,P0YTIMIMGT,2035,[P0YTIMHPOP],Int32,4,_1
2537,P0YTIMWAF,Western Africa,Household Population by Total Immigrants and Place of Birth,3,            Western Africa,P0YTIMAF,2035,[P0YTIMHPOP],Int32,4,_1
2538,P0YTIMCOTE,Côte d'Ivoire,Household Population by Total Immigrants and Place of Birth,4,                Côte d'Ivoire,P0YTIMWAF,2035,[P0YTIMHPOP],Int32,4,_1
2539,P0YTIMGHAN,Ghana,Household Population by Total Immigrants and Place of Birth,4,                Ghana,P0YTIMWAF,2035,[P0YTIMHPOP],Int32,4,_1
2540,P0YTIMNIGE,Nigeria,Household Population by Total Immigrants and Place of Birth,4,                Nigeria,P0YTIMWAF,2035,[P0YTIMHPOP],Int32,4,_1
2541,P0YTIMOWAF,Other Western Africa,Household Population by Total Immigrants and Place of Birth,4,                Other Western Africa,P0YTIMWAF,2035,[P0YTIMHPOP],Int32,4,_1
2542,P0YTIMEAF,Eastern Africa,Household Population by Total Immigrants and Place of Birth,3,            Eastern Africa,P0YTIMAF,2035,[P0YTIMHPOP],Int32,4,_1
2543,P0YTIMERIT,Eritrea,Household Population by Total Immigrants and Place of Birth,4,                Eritrea,P0YTIMEAF,2035,[P0YTIMHPOP],Int32,4,_1
2544,P0YTIMETHI,Ethiopia,Household Population by Total Immigrants and Place of Birth,4,                Ethiopia,P0YTIMEAF,2035,[P0YTIMHPOP],Int32,4,_1
2545,P0YTIMKENY,Kenya,Household Population by Total Immigrants and Place of Birth,4,                Kenya,P0YTIMEAF,2035,[P0YTIMHPOP],Int32,4,_1
2546,P0YTIMSOMA,Somalia,Household Population by Total Immigrants and Place of Birth,4,                Somalia,P0YTIMEAF,2035,[P0YTIMHPOP],Int32,4,_1
2547,P0YTIMTANZ,Tanzania,Household Population by Total Immigrants and Place of Birth,4,                Tanzania,P0YTIMEAF,2035,[P0YTIMHPOP],Int32,4,_1
2548,P0YTIMOEAF,Other Eastern Africa,Household Population by Total Immigrants and Place of Birth,4,                Other Eastern Africa,P0YTIMEAF,2035,[P0YTIMHPOP],Int32,4,_1
2549,P0YTIMCAF,Central Africa,Household Population by Total Immigrants and Place of Birth,3,            Central Africa,P0YTIMAF,2035,[P0YTIMHPOP],Int32,4,_1
2550,P0YTIMCAME,Cameroon,Household Population by Total Immigrants and Place of Birth,4,                Cameroon,P0YTIMCAF,2035,[P0YTIMHPOP],Int32,4,_1
2551,P0YTIMCONG,"Congo, The Democratic Republic of The",Household Population by Total Immigrants and Place of Birth,4,"                Congo, The Democratic Republic of The",P0YTIMCAF,2035,[P0YTIMHPOP],Int32,4,_1
2552,P0YTIMCAFO,Other Central Africa,Household Population by Total Immigrants and Place of Birth,4,                Other Central Africa,P0YTIMCAF,2035,[P0YTIMHPOP],Int32,4,_1
2553,P0YTIMNAF,Northern Africa,Household Population by Total Immigrants and Place of Birth,3,            Northern Africa,P0YTIMAF,2035,[P0YTIMHPOP],Int32,4,_1
2554,P0YTIMALGE,Algeria,Household Population by Total Immigrants and Place of Birth,4,                Algeria,P0YTIMNAF,2035,[P0YTIMHPOP],Int32,4,_1
